,Experiment,Well,Reporter,Copies,lg10_Copies,Target,FPrimer,RPrimer,PrimerPair,BP,GC,Metric,Parameter,Value,EvaGreen,PrimerPairReporter,PrimerPairReporterBPGC
3552,JG034A,1,HEX,100000000.0,8.0,S044.12,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8100408359015029,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.4318181818181818
3554,JG034A,2,HEX,100000000.0,8.0,S044.12,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8146321487515743,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.4318181818181818
3556,JG034A,4,FAM,100000000.0,8.0,S044.13,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8410065788459665,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.4318181818181818
3558,JG034A,5,FAM,100000000.0,8.0,S044.13,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8411155839713054,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.4318181818181818
3560,JG034A,7,HEX,100000000.0,8.0,S044.2,FP004,RP004,FP004-RP004,30,0.4666666666666667,mean,r,0.9523984402571529,Probe,FP004-RP004-Probe,FP004-RP004-Probe-30-0.4666666666666667
3562,JG034A,8,HEX,100000000.0,8.0,S044.2,FP004,RP004,FP004-RP004,30,0.4666666666666667,mean,r,0.9528706926330144,Probe,FP004-RP004-Probe,FP004-RP004-Probe-30-0.4666666666666667
3564,JG034A,10,HEX,100000000.0,8.0,S044.4,FP004,RP004,FP004-RP004,40,0.45,mean,r,0.9208425502781362,Probe,FP004-RP004-Probe,FP004-RP004-Probe-40-0.45
3566,JG034A,11,HEX,100000000.0,8.0,S044.4,FP004,RP004,FP004-RP004,40,0.45,mean,r,0.9196406416096033,Probe,FP004-RP004-Probe,FP004-RP004-Probe-40-0.45
3568,JG034A,13,HEX,100000000.0,8.0,S044.8,FP004,RP004,FP004-RP004,55,0.45454545454545453,mean,r,0.8760914596868097,Probe,FP004-RP004-Probe,FP004-RP004-Probe-55-0.45454545454545453
3570,JG034A,14,HEX,100000000.0,8.0,S044.8,FP004,RP004,FP004-RP004,55,0.45454545454545453,mean,r,0.8788091672132307,Probe,FP004-RP004-Probe,FP004-RP004-Probe-55-0.45454545454545453
3572,JG034A,16,HEX,100000000.0,8.0,S044.21,FP004,RP004,FP004-RP004,160,0.43125,mean,r,0.6410584410407454,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.43125
3574,JG034A,17,HEX,100000000.0,8.0,S044.21,FP004,RP004,FP004-RP004,160,0.43125,mean,r,0.6369650855248113,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.43125
3576,JG034A,19,HEX,100000000.0,8.0,S044.24,FP004,RP004,FP004-RP004,200,0.425,mean,r,0.6516357593560465,Probe,FP004-RP004-Probe,FP004-RP004-Probe-200-0.425
3578,JG034A,20,HEX,100000000.0,8.0,S044.24,FP004,RP004,FP004-RP004,200,0.425,mean,r,0.6543833768936891,Probe,FP004-RP004-Probe,FP004-RP004-Probe-200-0.425
3580,JG034A,22,HEX,100000000.0,8.0,S044.25,FP004,RP004,FP004-RP004,240,0.42083333333333334,mean,r,0.6070380795616717,Probe,FP004-RP004-Probe,FP004-RP004-Probe-240-0.42083333333333334
3582,JG034A,23,HEX,100000000.0,8.0,S044.25,FP004,RP004,FP004-RP004,240,0.42083333333333334,mean,r,0.6042448082940886,Probe,FP004-RP004-Probe,FP004-RP004-Probe-240-0.42083333333333334
3584,JG034A,217,HEX,100000000.0,8.0,S044.9,FP004,RP004,FP004-RP004,88,0.14772727272727273,mean,r,0.6832010285716391,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.14772727272727273
3586,JG034A,218,HEX,100000000.0,8.0,S044.9,FP004,RP004,FP004-RP004,88,0.14772727272727273,mean,r,0.6956948272348313,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.14772727272727273
3588,JG034A,220,HEX,100000000.0,8.0,S044.10,FP004,RP004,FP004-RP004,88,0.25,mean,r,0.9752842089443963,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.25
3590,JG034A,221,HEX,100000000.0,8.0,S044.10,FP004,RP004,FP004-RP004,88,0.25,mean,r,0.9763452842295842,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.25
3592,JG034A,223,HEX,100000000.0,8.0,S044.11,FP004,RP004,FP004-RP004,88,0.3522727272727273,mean,r,0.9012178593778645,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.3522727272727273
3594,JG034A,224,HEX,100000000.0,8.0,S044.11,FP004,RP004,FP004-RP004,88,0.3522727272727273,mean,r,0.9104471791300921,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.3522727272727273
3596,JG034A,226,HEX,100000000.0,8.0,S044.14,FP004,RP004,FP004-RP004,88,0.5454545454545454,mean,r,0.735242055007605,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.5454545454545454
3598,JG034A,227,HEX,100000000.0,8.0,S044.14,FP004,RP004,FP004-RP004,88,0.5454545454545454,mean,r,0.7268486570738162,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.5454545454545454
3600,JG034A,229,HEX,100000000.0,8.0,S044.15,FP004,RP004,FP004-RP004,88,0.6477272727272727,mean,r,0.5847474437838699,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.6477272727272727
3602,JG034A,230,HEX,100000000.0,8.0,S044.15,FP004,RP004,FP004-RP004,88,0.6477272727272727,mean,r,0.5934934603313808,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.6477272727272727
3604,JG034A,232,HEX,100000000.0,8.0,S044.16,FP004,RP004,FP004-RP004,88,0.75,mean,r,0.6644164963806388,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.75
3606,JG034A,233,HEX,100000000.0,8.0,S044.16,FP004,RP004,FP004-RP004,88,0.75,mean,r,0.6648641029099299,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.75
3608,JG034A,235,HEX,100000000.0,8.0,S044.17,FP004,RP004,FP004-RP004,88,0.7954545454545454,mean,r,0.6668299184572097,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.7954545454545454
3610,JG034A,236,HEX,100000000.0,8.0,S044.17,FP004,RP004,FP004-RP004,88,0.7954545454545454,mean,r,0.6699137701654936,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.7954545454545454
3612,JG034A,238,HEX,100000000.0,8.0,S044.18,FP004,RP004,FP004-RP004,88,0.8522727272727273,mean,r,0.4726118086263491,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.8522727272727273
3614,JG034A,239,HEX,100000000.0,8.0,S044.18,FP004,RP004,FP004-RP004,88,0.8522727272727273,mean,r,0.4808282933677355,Probe,FP004-RP004-Probe,FP004-RP004-Probe-88-0.8522727272727273
3616,JG039A,1,HEX,100000000.0,8.0,S036.5,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.7960514740933377,Probe,FP001-RP001-Probe,FP001-RP001-Probe-74-0.527027027027027
3618,JG039A,2,HEX,100000000.0,8.0,S036.5,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.7965842227907186,Probe,FP001-RP001-Probe,FP001-RP001-Probe-74-0.527027027027027
3620,JG039A,7,FAM,100000000.0,8.0,S036.7,FP001,RP001,FP001-RP001,88,0.4318181818181818,mean,r,0.8376108305048428,Probe,FP001-RP001-Probe,FP001-RP001-Probe-88-0.4318181818181818
3622,JG039A,8,FAM,100000000.0,8.0,S036.7,FP001,RP001,FP001-RP001,88,0.4318181818181818,mean,r,0.8360760650417364,Probe,FP001-RP001-Probe,FP001-RP001-Probe-88-0.4318181818181818
3624,JG039A,10,FAM,100000000.0,8.0,S036.8,FP001,RP001,FP001-RP001,30,0.5333333333333333,mean,r,0.9112784385301176,Probe,FP001-RP001-Probe,FP001-RP001-Probe-30-0.5333333333333333
3626,JG039A,11,FAM,100000000.0,8.0,S036.8,FP001,RP001,FP001-RP001,30,0.5333333333333333,mean,r,0.9054010336741017,Probe,FP001-RP001-Probe,FP001-RP001-Probe-30-0.5333333333333333
3628,JG039B,4,HEX,100000000.0,8.0,S036.1,FP002,RP002,FP002-RP002,108,0.48148148148148145,mean,r,0.7041242016972988,Probe,FP002-RP002-Probe,FP002-RP002-Probe-108-0.48148148148148145
3630,JG039B,5,HEX,100000000.0,8.0,S036.1,FP002,RP002,FP002-RP002,108,0.48148148148148145,mean,r,0.7090858444941065,Probe,FP002-RP002-Probe,FP002-RP002-Probe-108-0.48148148148148145
3632,JG039B,7,HEX,100000000.0,8.0,S036.2,FP002,RP002,FP002-RP002,88,0.4318181818181818,mean,r,0.7488153093625776,Probe,FP002-RP002-Probe,FP002-RP002-Probe-88-0.4318181818181818
3634,JG039B,8,HEX,100000000.0,8.0,S036.2,FP002,RP002,FP002-RP002,88,0.4318181818181818,mean,r,0.7518216141526636,Probe,FP002-RP002-Probe,FP002-RP002-Probe-88-0.4318181818181818
3636,JG039B,10,HEX,100000000.0,8.0,S036.3,FP002,RP002,FP002-RP002,30,0.43333333333333335,mean,r,0.8535961610523837,Probe,FP002-RP002-Probe,FP002-RP002-Probe-30-0.43333333333333335
3638,JG039B,11,HEX,100000000.0,8.0,S036.3,FP002,RP002,FP002-RP002,30,0.43333333333333335,mean,r,0.856716466230762,Probe,FP002-RP002-Probe,FP002-RP002-Probe-30-0.43333333333333335
3640,JG041A,1,SYBR,100000000.0,8.0,S044.12,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8585261782295308,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.4318181818181818
3642,JG041A,2,SYBR,100000000.0,8.0,S044.12,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8593019797048732,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.4318181818181818
3644,JG041A,3,SYBR,100000000.0,8.0,S044.12,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8584056201961765,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.4318181818181818
3646,JG041A,4,SYBR,100000000.0,8.0,S044.13,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8375114683197878,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.4318181818181818
3648,JG041A,5,SYBR,100000000.0,8.0,S044.13,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8403883124616384,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.4318181818181818
3650,JG041A,6,SYBR,100000000.0,8.0,S044.13,FP004,RP004,FP004-RP004,88,0.4318181818181818,mean,r,0.8362701233874236,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.4318181818181818
3652,JG041A,7,SYBR,100000000.0,8.0,S044.0,FP004,RP004,FP004-RP004,16,0.4375,mean,r,1.0438576663428565,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-16-0.4375
3654,JG041A,8,SYBR,100000000.0,8.0,S044.0,FP004,RP004,FP004-RP004,16,0.4375,mean,r,1.0423515960363547,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-16-0.4375
3656,JG041A,9,SYBR,100000000.0,8.0,S044.0,FP004,RP004,FP004-RP004,16,0.4375,mean,r,1.0412049229135791,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-16-0.4375
3658,JG041A,10,SYBR,100000000.0,8.0,S044.2,FP004,RP004,FP004-RP004,30,0.4666666666666667,mean,r,0.9410691311967604,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-30-0.4666666666666667
3660,JG041A,11,SYBR,100000000.0,8.0,S044.2,FP004,RP004,FP004-RP004,30,0.4666666666666667,mean,r,0.9389586656773053,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-30-0.4666666666666667
3662,JG041A,12,SYBR,100000000.0,8.0,S044.2,FP004,RP004,FP004-RP004,30,0.4666666666666667,mean,r,0.9370645117037447,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-30-0.4666666666666667
3664,JG041A,13,SYBR,100000000.0,8.0,S044.4,FP004,RP004,FP004-RP004,40,0.45,mean,r,0.9427529406022594,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-40-0.45
3666,JG041A,14,SYBR,100000000.0,8.0,S044.4,FP004,RP004,FP004-RP004,40,0.45,mean,r,0.9412761868202113,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-40-0.45
3668,JG041A,15,SYBR,100000000.0,8.0,S044.4,FP004,RP004,FP004-RP004,40,0.45,mean,r,0.9401772137069438,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-40-0.45
3670,JG041A,16,SYBR,100000000.0,8.0,S044.8,FP004,RP004,FP004-RP004,55,0.45454545454545453,mean,r,0.8757818416022067,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-55-0.45454545454545453
3672,JG041A,17,SYBR,100000000.0,8.0,S044.8,FP004,RP004,FP004-RP004,55,0.45454545454545453,mean,r,0.8718989962992785,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-55-0.45454545454545453
3674,JG041A,18,SYBR,100000000.0,8.0,S044.8,FP004,RP004,FP004-RP004,55,0.45454545454545453,mean,r,0.8696639920408169,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-55-0.45454545454545453
3676,JG041A,19,SYBR,100000000.0,8.0,S044.21,FP004,RP004,FP004-RP004,160,0.43125,mean,r,0.6455236999084419,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.43125
3678,JG041A,20,SYBR,100000000.0,8.0,S044.21,FP004,RP004,FP004-RP004,160,0.43125,mean,r,0.636079045949222,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.43125
3680,JG041A,21,SYBR,100000000.0,8.0,S044.24,FP004,RP004,FP004-RP004,200,0.425,mean,r,0.6320602503907977,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-200-0.425
3682,JG041A,22,SYBR,100000000.0,8.0,S044.24,FP004,RP004,FP004-RP004,200,0.425,mean,r,0.6296754836390356,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-200-0.425
3684,JG041A,23,SYBR,100000000.0,8.0,S044.25,FP004,RP004,FP004-RP004,240,0.42083333333333334,mean,r,0.6180765428976056,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-240-0.42083333333333334
3686,JG041A,24,SYBR,100000000.0,8.0,S044.25,FP004,RP004,FP004-RP004,240,0.42083333333333334,mean,r,0.5903895853472818,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-240-0.42083333333333334
3688,JG041A,217,SYBR,100000000.0,8.0,S044.9,FP004,RP004,FP004-RP004,88,0.14772727272727273,mean,r,0.783569593650624,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.14772727272727273
3690,JG041A,218,SYBR,100000000.0,8.0,S044.9,FP004,RP004,FP004-RP004,88,0.14772727272727273,mean,r,0.7808566482111903,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.14772727272727273
3692,JG041A,219,SYBR,100000000.0,8.0,S044.9,FP004,RP004,FP004-RP004,88,0.14772727272727273,mean,r,0.7799658169088043,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.14772727272727273
3694,JG041A,220,SYBR,100000000.0,8.0,S044.10,FP004,RP004,FP004-RP004,88,0.25,mean,r,0.9825433440357279,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.25
3696,JG041A,221,SYBR,100000000.0,8.0,S044.10,FP004,RP004,FP004-RP004,88,0.25,mean,r,0.9788388696385562,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.25
3698,JG041A,222,SYBR,100000000.0,8.0,S044.10,FP004,RP004,FP004-RP004,88,0.25,mean,r,0.978645991820471,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.25
3700,JG041A,223,SYBR,100000000.0,8.0,S044.11,FP004,RP004,FP004-RP004,88,0.3522727272727273,mean,r,0.9112234682338565,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.3522727272727273
3702,JG041A,224,SYBR,100000000.0,8.0,S044.11,FP004,RP004,FP004-RP004,88,0.3522727272727273,mean,r,0.9149884876012182,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.3522727272727273
3704,JG041A,225,SYBR,100000000.0,8.0,S044.11,FP004,RP004,FP004-RP004,88,0.3522727272727273,mean,r,0.9113850396857066,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.3522727272727273
3706,JG041A,226,SYBR,100000000.0,8.0,S044.14,FP004,RP004,FP004-RP004,88,0.5454545454545454,mean,r,0.7812670304635564,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.5454545454545454
3708,JG041A,227,SYBR,100000000.0,8.0,S044.14,FP004,RP004,FP004-RP004,88,0.5454545454545454,mean,r,0.7763523679656315,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.5454545454545454
3710,JG041A,228,SYBR,100000000.0,8.0,S044.14,FP004,RP004,FP004-RP004,88,0.5454545454545454,mean,r,0.7760787442765537,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.5454545454545454
3712,JG041A,229,SYBR,100000000.0,8.0,S044.15,FP004,RP004,FP004-RP004,88,0.6477272727272727,mean,r,0.6403790395864206,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.6477272727272727
3714,JG041A,230,SYBR,100000000.0,8.0,S044.15,FP004,RP004,FP004-RP004,88,0.6477272727272727,mean,r,0.6354107595778344,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.6477272727272727
3716,JG041A,231,SYBR,100000000.0,8.0,S044.15,FP004,RP004,FP004-RP004,88,0.6477272727272727,mean,r,0.6326293005341579,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.6477272727272727
3718,JG041A,232,SYBR,100000000.0,8.0,S044.16,FP004,RP004,FP004-RP004,88,0.75,mean,r,0.6809190879104512,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.75
3720,JG041A,233,SYBR,100000000.0,8.0,S044.16,FP004,RP004,FP004-RP004,88,0.75,mean,r,0.6741043216845005,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.75
3722,JG041A,234,SYBR,100000000.0,8.0,S044.16,FP004,RP004,FP004-RP004,88,0.75,mean,r,0.6755850447124688,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.75
3724,JG041A,235,SYBR,100000000.0,8.0,S044.17,FP004,RP004,FP004-RP004,88,0.7954545454545454,mean,r,0.7538040002450476,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.7954545454545454
3726,JG041A,236,SYBR,100000000.0,8.0,S044.17,FP004,RP004,FP004-RP004,88,0.7954545454545454,mean,r,0.75483776101831,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.7954545454545454
3728,JG041A,237,SYBR,100000000.0,8.0,S044.17,FP004,RP004,FP004-RP004,88,0.7954545454545454,mean,r,0.7629254588398191,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.7954545454545454
3730,JG041A,238,SYBR,100000000.0,8.0,S044.18,FP004,RP004,FP004-RP004,88,0.8522727272727273,mean,r,0.7135014769669757,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.8522727272727273
3732,JG041A,239,SYBR,100000000.0,8.0,S044.18,FP004,RP004,FP004-RP004,88,0.8522727272727273,mean,r,0.7014950394372532,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.8522727272727273
3734,JG041A,240,SYBR,100000000.0,8.0,S044.18,FP004,RP004,FP004-RP004,88,0.8522727272727273,mean,r,0.6972284548977908,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-88-0.8522727272727273
3736,JG041B,1,SYBR,100000000.0,8.0,S036.5,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.8150328402911422,EvaGreen,FP001-RP001-EvaGreen,FP001-RP001-EvaGreen-74-0.527027027027027
3738,JG041B,2,SYBR,100000000.0,8.0,S036.5,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.8099229088688863,EvaGreen,FP001-RP001-EvaGreen,FP001-RP001-EvaGreen-74-0.527027027027027
3740,JG041B,4,SYBR,100000000.0,8.0,S036.6,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.8416051204484012,EvaGreen,FP001-RP001-EvaGreen,FP001-RP001-EvaGreen-74-0.527027027027027
3742,JG041B,5,SYBR,100000000.0,8.0,S036.6,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.8386842759611953,EvaGreen,FP001-RP001-EvaGreen,FP001-RP001-EvaGreen-74-0.527027027027027
3744,JG041B,7,SYBR,100000000.0,8.0,S036.7,FP001,RP001,FP001-RP001,88,0.4318181818181818,mean,r,0.922191761427379,EvaGreen,FP001-RP001-EvaGreen,FP001-RP001-EvaGreen-88-0.4318181818181818
3746,JG041B,8,SYBR,100000000.0,8.0,S036.7,FP001,RP001,FP001-RP001,88,0.4318181818181818,mean,r,0.9222303818555595,EvaGreen,FP001-RP001-EvaGreen,FP001-RP001-EvaGreen-88-0.4318181818181818
3748,JG041B,13,HEX,100000000.0,8.0,S036.5,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.834067207346071,Probe,FP001-RP001-Probe,FP001-RP001-Probe-74-0.527027027027027
3750,JG041B,14,HEX,100000000.0,8.0,S036.5,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.8323063921521364,Probe,FP001-RP001-Probe,FP001-RP001-Probe-74-0.527027027027027
3752,JG041B,16,FAM,100000000.0,8.0,S036.6,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.8271070900559904,Probe,FP001-RP001-Probe,FP001-RP001-Probe-74-0.527027027027027
3754,JG041B,17,FAM,100000000.0,8.0,S036.6,FP001,RP001,FP001-RP001,74,0.527027027027027,mean,r,0.823837723299174,Probe,FP001-RP001-Probe,FP001-RP001-Probe-74-0.527027027027027
3756,JG041B,19,FAM,100000000.0,8.0,S036.7,FP001,RP001,FP001-RP001,88,0.4318181818181818,mean,r,0.8819129961670619,Probe,FP001-RP001-Probe,FP001-RP001-Probe-88-0.4318181818181818
3758,JG041B,20,FAM,100000000.0,8.0,S036.7,FP001,RP001,FP001-RP001,88,0.4318181818181818,mean,r,0.8790341114774188,Probe,FP001-RP001-Probe,FP001-RP001-Probe-88-0.4318181818181818
3760,JG041B,22,FAM,100000000.0,8.0,S036.8,FP001,RP001,FP001-RP001,30,0.5333333333333333,mean,r,0.9798728356232205,Probe,FP001-RP001-Probe,FP001-RP001-Probe-30-0.5333333333333333
3762,JG041B,23,FAM,100000000.0,8.0,S036.8,FP001,RP001,FP001-RP001,30,0.5333333333333333,mean,r,0.974839380875767,Probe,FP001-RP001-Probe,FP001-RP001-Probe-30-0.5333333333333333
3764,JG041B,217,SYBR,100000000.0,8.0,S036.0,FP002,RP002,FP002-RP002,108,0.48148148148148145,mean,r,0.711301572548274,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-108-0.48148148148148145
3766,JG041B,218,SYBR,100000000.0,8.0,S036.0,FP002,RP002,FP002-RP002,108,0.48148148148148145,mean,r,0.7090407343449519,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-108-0.48148148148148145
3768,JG041B,220,SYBR,100000000.0,8.0,S036.1,FP002,RP002,FP002-RP002,108,0.48148148148148145,mean,r,0.7310675067429394,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-108-0.48148148148148145
3770,JG041B,221,SYBR,100000000.0,8.0,S036.1,FP002,RP002,FP002-RP002,108,0.48148148148148145,mean,r,0.7251747966068051,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-108-0.48148148148148145
3772,JG041B,223,SYBR,100000000.0,8.0,S036.2,FP002,RP002,FP002-RP002,88,0.4318181818181818,mean,r,0.804388542751112,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-88-0.4318181818181818
3774,JG041B,224,SYBR,100000000.0,8.0,S036.2,FP002,RP002,FP002-RP002,88,0.4318181818181818,mean,r,0.7974150138566864,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-88-0.4318181818181818
3776,JG041B,226,SYBR,100000000.0,8.0,S036.3,FP002,RP002,FP002-RP002,30,0.43333333333333335,mean,r,0.9145542153721581,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-30-0.43333333333333335
3778,JG041B,227,SYBR,100000000.0,8.0,S036.3,FP002,RP002,FP002-RP002,30,0.43333333333333335,mean,r,0.9102280870648112,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-30-0.43333333333333335
3780,JG041B,229,SYBR,100000000.0,8.0,S036.4,FP002,RP002,FP002-RP002,108,0.25,mean,r,0.8934750146191193,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-108-0.25
3782,JG041B,230,SYBR,100000000.0,8.0,S036.4,FP002,RP002,FP002-RP002,108,0.25,mean,r,0.889812520070849,EvaGreen,FP002-RP002-EvaGreen,FP002-RP002-EvaGreen-108-0.25
3784,JG045A,1,SYBR,100000000.0,8.0,S044.19,FP004,RP004,FP004-RP004,160,0.13125,mean,r,0.89671234354682,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.13125
3786,JG045A,2,SYBR,100000000.0,8.0,S044.19,FP004,RP004,FP004-RP004,160,0.13125,mean,r,0.8910561272369035,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.13125
3788,JG045A,4,SYBR,100000000.0,8.0,S044.20,FP004,RP004,FP004-RP004,160,0.21875,mean,r,0.8697846099577237,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.21875
3790,JG045A,5,SYBR,100000000.0,8.0,S044.20,FP004,RP004,FP004-RP004,160,0.21875,mean,r,0.86154612215468,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.21875
3792,JG045A,7,SYBR,100000000.0,8.0,S044.22,FP004,RP004,FP004-RP004,160,0.5875,mean,r,0.6021690108676659,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.5875
3794,JG045A,8,SYBR,100000000.0,8.0,S044.22,FP004,RP004,FP004-RP004,160,0.5875,mean,r,0.5993590429333434,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.5875
3796,JG045A,10,SYBR,100000000.0,8.0,S044.23,FP004,RP004,FP004-RP004,160,0.78125,mean,r,0.7480175138327847,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.78125
3798,JG045A,11,SYBR,100000000.0,8.0,S044.23,FP004,RP004,FP004-RP004,160,0.78125,mean,r,0.7576789091262941,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-160-0.78125
